clsprty,stfeco,gndr,agea,edulvlb,
2,8,1,57,322,
1,9,1,16,213,
1,8,2,66,322,
2,7,2,40,313,
2,7,2,48,322,
2,8,1,79,113,
2,8,2,31,520,
2,8,2,20,322,
2,3,2,999,213,
2,8,1,36,322,
2,6,2,49,620,
1,8,2,67,322,
1,7,1,62,229,
2,7,1,44,213,
1,8,1,41,720,
1,8,1,21,322,
1,7,2,19,229,
2,8,1,65,322,
8,10,2,21,213,
2,7,1,74,322,
2,7,1,29,720,
2,5,1,41,322,
1,7,2,40,322,
1,7,1,25,313,
1,7,2,21,313,
2,8,1,36,213,
2,8,1,46,720,
2,7,2,18,213,
2,7,2,53,520,
1,8,1,30,720,
1,8,2,69,322,
1,7,1,25,520,
1,8,1,80,322,
2,5,2,45,510,
2,5,2,60,322,
2,7,1,18,229,
2,7,1,51,322,
1,7,1,65,520,
1,7,1,45,421,
2,3,1,31,720,
1,9,1,81,322,
1,10,1,81,520,
1,8,2,47,710,
1,8,1,42,610,
2,7,2,16,213,
1,6,2,53,620,
2,88,2,34,710,
2,5,2,15,113,
1,8,2,47,322,
1,8,1,67,710,
2,6,1,999,620,
1,10,1,71,213,
1,7,2,68,322,
1,9,1,16,213,
1,9,1,74,213,
1,7,2,33,322,
2,10,1,87,213,
1,8,2,26,322,
2,3,1,37,322,
1,8,2,68,520,
2,10,1,30,610,
2,9,2,30,720,
2,8,1,77,520,
2,8,1,59,520,
1,7,2,46,510,
1,8,1,21,322,
1,7,2,51,520,
1,7,2,999,313,
1,4,2,50,213,
1,4,1,77,322,
2,8,2,32,710,
2,9,2,32,720,
1,8,2,38,520,
1,6,2,41,423,
1,2,1,40,322,
2,9,1,31,229,
2,7,1,41,520,
1,7,1,72,113,
2,8,2,43,520,
1,6,2,79,113,
1,6,2,67,213,
2,7,1,32,322,
2,2,1,42,322,
1,6,2,47,423,
2,8,2,73,322,
2,88,2,69,213,
1,8,1,46,710,
1,5,2,34,322,
1,8,1,63,421,
1,8,1,26,610,
1,7,2,61,520,
2,8,1,58,520,
2,6,1,17,212,
1,9,2,54,322,
2,7,1,36,421,
1,5,2,87,113,
1,10,1,42,520,
1,10,1,67,520,
1,8,1,72,322,
1,8,1,73,229,
1,8,2,48,610,
2,5,2,53,229,
2,8,1,69,322,
1,9,1,71,520,
1,7,1,69,322,
2,9,1,45,710,
1,5,1,36,520,
1,8,1,90,800,
2,8,2,26,322,
1,8,2,54,229,
8,8,1,67,322,
8,9,2,54,113,
2,7,2,30,322,
1,7,2,45,620,
1,8,1,80,800,
1,5,2,77,312,
1,10,2,28,720,
1,8,2,38,510,
1,7,2,70,213,
2,88,2,53,610,
2,9,2,21,322,
1,9,1,82,800,
2,7,2,20,322,
1,6,2,48,322,
1,8,2,63,421,
8,10,1,17,212,
1,8,2,35,610,
1,9,1,70,520,
1,6,1,48,520,
2,7,2,75,322,
1,8,2,36,322,
1,7,2,50,322,
1,7,2,78,322,
1,8,1,41,800,
1,7,2,72,229,
1,8,1,45,322,
1,8,1,35,610,
1,6,2,72,113,
1,7,2,41,322,
2,7,1,62,322,
1,10,1,32,520,
2,10,1,16,213,
2,6,1,50,322,
1,10,2,71,322,
2,8,1,59,322,
2,5,1,83,322,
2,9,1,17,313,
1,4,1,80,322,
1,7,2,67,322,
1,7,2,42,610,
2,8,2,21,313,
1,4,1,84,322,
1,8,1,71,213,
2,9,1,58,520,
1,9,1,53,720,
2,6,2,44,322,
2,8,1,59,313,
2,6,1,50,322,
1,9,1,67,322,
2,8,2,999,7777,
1,7,2,47,323,
1,8,2,61,229,
2,9,1,50,312,
1,9,2,65,312,
2,88,1,27,322,
1,8,2,39,520,
1,5,2,55,229,
2,6,2,36,322,
2,8,1,36,620,
2,8,1,20,322,
2,8,1,999,322,
2,6,1,42,113,
1,7,1,48,800,
1,8,1,58,610,
1,10,1,49,520,
1,6,2,50,313,
1,9,1,64,720,
1,5,2,79,312,
2,8,1,19,312,
1,5,2,59,312,
1,5,2,45,421,
1,4,2,28,322,
2,8,2,56,229,
1,8,2,25,610,
2,8,2,63,322,
2,6,2,54,322,
1,7,2,69,322,
2,8,1,27,322,
1,7,1,20,322,
1,7,2,31,800,
1,7,1,62,322,
1,9,2,28,610,
2,6,1,72,322,
1,8,2,39,322,
1,10,1,65,322,
1,4,2,43,322,
1,7,2,51,323,
1,8,1,61,520,
2,7,1,16,213,
2,7,1,21,322,
1,7,2,75,212,
1,6,1,40,520,
8,9,1,38,422,
1,7,2,54,213,
1,6,2,35,322,
2,9,1,21,520,
1,7,1,54,520,
2,8,1,76,322,
1,8,1,36,520,
2,5,2,54,421,
2,6,1,47,229,
2,9,2,58,720,
1,8,2,60,213,
1,5,1,52,322,
2,5,2,44,322,
1,7,2,58,229,
1,7,1,34,322,
1,9,2,82,322,
2,8,1,35,610,
2,8,1,56,322,
2,7,1,52,322,
2,4,1,56,322,
8,7,2,71,213,
2,8,1,17,113,
1,2,1,25,322,
2,6,1,36,212,
1,9,2,71,312,
1,88,2,83,520,
2,8,1,28,213,
2,6,1,48,322,
2,88,2,17,212,
2,7,2,28,322,
1,10,2,86,312,
1,8,1,19,322,
2,7,1,47,313,
1,8,1,45,313,
2,2,1,999,213,
1,5,2,45,520,
1,8,1,59,322,
2,9,2,70,520,
2,9,2,27,322,
2,7,1,46,520,
1,5,2,45,322,
1,7,2,18,212,
2,7,2,25,520,
2,4,1,52,322,
1,88,2,31,423,
1,7,2,48,213,
1,8,2,57,229,
1,7,1,44,322,
8,7,2,45,610,
1,7,2,20,312,
2,9,1,77,520,
1,8,1,78,510,
2,2,2,39,322,
2,8,1,16,213,
2,9,1,36,213,
1,8,2,61,322,
1,88,2,66,322,
2,8,1,30,322,
1,5,2,65,322,
1,8,1,32,322,
1,8,1,79,322,
1,10,2,34,322,
2,9,1,53,322,
2,9,1,19,313,
2,5,2,70,229,
2,8,2,19,312,
2,7,2,37,710,
2,9,1,27,213,
1,8,1,71,520,
2,9,1,77,322,
2,8,2,16,213,
1,9,1,19,213,
2,10,2,27,720,
1,10,1,22,322,
2,8,1,35,229,
1,8,1,49,520,
1,8,1,65,800,
2,9,1,27,322,
1,7,2,52,312,
2,8,1,22,313,
2,6,2,35,213,
2,88,1,28,720,
1,5,1,71,323,
1,4,2,50,322,
1,3,1,31,520,
2,6,2,28,610,
1,6,1,58,610,
2,7,1,35,313,
2,5,1,32,229,
1,5,1,70,322,
2,7,1,36,520,
2,4,2,58,212,
1,5,2,43,610,
2,7,1,26,322,
2,7,2,17,213,
2,9,1,32,322,
1,5,1,59,322,
2,5,2,33,710,
2,9,1,23,322,
1,8,1,72,520,
1,9,1,48,610,
1,9,1,63,520,
1,9,2,25,620,
2,8,1,20,322,
1,7,1,61,322,
2,8,1,76,213,
2,5,1,32,229,
1,9,2,46,710,
8,10,2,21,322,
2,10,1,48,322,
2,8,2,52,213,
1,88,1,39,720,
2,9,1,45,322,
2,9,1,39,212,
1,7,1,29,720,
2,7,1,27,720,
1,10,2,77,229,
1,8,1,29,610,
2,7,1,72,213,
2,8,1,74,322,
2,8,1,70,322,
2,8,1,36,800,
2,5,2,15,212,
1,8,1,44,520,
2,10,2,61,229,
1,7,2,55,520,
2,7,2,59,229,
1,8,2,57,720,
1,7,1,46,322,
2,8,2,29,710,
1,8,1,58,520,
2,8,2,88,322,
2,8,2,19,312,
2,9,1,57,322,
2,7,2,44,322,
1,8,2,85,520,
1,8,1,86,322,
1,7,1,54,322,
1,8,2,56,520,
2,7,2,69,213,
1,6,2,65,520,
1,88,1,65,421,
2,5,2,30,213,
2,7,2,43,322,
2,7,2,20,312,
1,9,1,44,800,
2,8,1,64,710,
1,7,2,87,322,
2,10,1,25,520,
2,8,2,45,229,
2,4,2,30,229,
2,10,1,39,720,
2,9,2,40,229,
1,6,1,55,322,
2,7,1,28,720,
1,8,2,31,520,
2,8,2,55,213,
1,5,1,34,520,
1,6,1,47,322,
1,8,1,66,520,
2,7,2,36,213,
2,7,1,47,213,
1,10,1,67,720,
1,8,1,54,322,
1,88,2,39,720,
2,9,1,22,313,
1,9,1,42,800,
1,7,2,56,322,
1,9,1,23,720,
1,9,2,61,322,
2,9,1,26,312,
2,9,2,52,213,
8,8,1,18,322,
2,8,1,40,322,
2,6,2,29,520,
1,7,1,60,322,
2,5,2,52,322,
1,8,1,49,520,
2,9,1,20,322,
2,7,2,25,322,
1,8,1,65,800,
1,9,2,53,520,
1,5,1,19,213,
2,5,1,57,800,
1,7,1,53,520,
1,6,2,21,322,
1,7,2,39,322,
1,9,2,77,312,
2,5,1,60,322,
8,9,1,51,720,
1,8,1,38,610,
2,6,1,35,520,
1,8,2,69,421,
1,9,1,31,520,
1,7,2,84,213,
2,9,1,27,720,
2,5,2,54,113,
2,9,1,18,212,
2,6,1,56,322,
1,7,1,56,322,
2,8,1,62,610,
2,7,1,26,322,
2,88,2,23,620,
1,4,1,51,322,
2,8,2,78,322,
2,6,2,33,229,
2,8,1,53,710,
2,8,2,47,520,
1,8,2,20,520,
2,9,1,20,313,
2,7,2,36,322,
2,7,1,18,213,
1,7,2,72,213,
1,5,2,55,720,
1,8,1,24,313,
1,9,1,60,720,
2,8,2,51,720,
2,8,1,39,113,
1,7,2,68,520,
2,9,1,43,322,
2,5,2,37,322,
2,4,2,19,213,
1,5,2,47,322,
1,8,1,21,313,
2,7,1,31,213,
1,6,2,36,322,
2,8,2,46,113,
1,8,1,71,520,
2,8,1,41,520,
1,10,2,63,520,
2,5,2,89,113,
1,88,2,90,213,
1,10,2,75,610,
2,7,1,32,520,
2,6,1,50,322,
1,8,1,76,520,
2,7,1,19,520,
1,8,1,74,322,
2,8,1,40,322,
2,9,2,62,322,
2,7,2,56,322,
1,8,1,60,520,
1,7,2,41,323,
1,9,1,46,520,
1,7,1,72,229,
2,8,1,45,710,
1,9,1,74,800,
1,2,1,53,322,
1,8,1,61,322,
1,7,2,80,229,
2,8,2,81,113,
1,7,1,79,322,
1,8,1,32,620,
2,88,2,65,213,
1,5,2,62,322,
1,7,2,67,322,
1,6,2,40,322,
1,9,1,69,322,
1,4,2,84,229,
2,6,2,41,710,
8,10,1,36,322,
2,5,2,40,322,
1,8,1,33,520,
1,6,2,27,720,
2,5,1,57,322,
1,9,1,41,322,
1,8,2,37,229,
1,7,1,33,720,
2,6,1,42,520,
2,7,2,62,322,
2,8,1,29,610,
1,5,2,61,520,
1,9,1,16,212,
2,6,2,76,113,
2,3,1,60,322,
2,8,1,54,421,
2,8,2,64,213,
1,7,1,57,322,
2,9,1,20,322,
2,8,1,35,213,
8,8,2,29,213,
2,10,1,36,213,
2,3,2,47,322,
1,9,1,53,323,
1,6,1,90,322,
1,4,2,63,720,
2,6,2,23,322,
1,6,2,77,213,
1,7,2,50,610,
1,7,2,28,322,
1,8,1,32,720,
1,7,1,30,421,
2,9,1,65,520,
2,8,1,55,720,
1,8,1,53,720,
1,7,2,77,323,
2,5,2,40,322,
2,4,2,66,322,
1,9,1,87,113,
1,8,2,86,720,
1,10,1,39,720,
1,6,2,57,710,
1,8,1,28,422,
2,7,2,17,113,
1,7,2,66,229,
2,8,2,42,229,
2,10,2,52,610,
1,8,1,49,510,
2,8,1,61,322,
1,6,2,58,322,
1,7,1,37,710,
2,7,1,46,212,
2,7,2,44,520,
1,7,2,78,212,
2,8,1,88,322,
2,7,1,44,229,
1,8,2,55,323,
1,8,1,60,322,
2,9,1,69,520,
1,8,2,89,213,
1,10,1,49,323,
1,9,2,69,212,
2,7,1,39,710,
1,6,2,38,322,
1,7,2,60,610,
2,7,2,21,313,
1,7,2,40,720,
1,4,1,35,610,
2,7,1,48,610,
2,5,2,50,229,
1,8,2,56,720,
2,7,1,39,710,
8,5,2,27,113,
1,8,1,46,520,
2,6,2,57,212,
1,8,1,27,720,
1,8,1,29,212,
1,8,1,46,322,
1,8,2,49,322,
1,6,1,35,322,
1,6,1,70,322,
1,8,1,57,229,
2,7,2,25,520,
1,5,2,64,322,
2,7,2,21,313,
1,7,2,60,322,
2,7,2,55,229,
7,9,1,38,610,
1,10,1,70,322,
1,7,2,34,322,
1,8,1,42,800,
2,9,1,57,113,
2,8,2,23,322,
1,8,2,65,322,
1,8,2,38,610,
2,7,1,30,322,
1,4,1,47,421,
2,9,2,79,322,
2,7,2,29,322,
2,5,1,38,720,
2,8,1,16,113,
2,7,1,34,720,
2,9,1,22,322,
2,88,2,61,610,
1,6,1,42,421,
1,10,1,71,421,
1,8,1,54,720,
2,8,2,90,322,
2,5,2,26,322,
1,7,1,48,520,
2,7,2,33,421,
2,7,1,30,620,
1,8,1,30,610,
2,8,2,59,0,
1,7,1,24,313,
1,5,2,60,322,
2,7,2,19,312,
2,9,2,33,800,
2,9,1,16,213,
2,7,1,77,322,
1,8,1,24,720,
2,8,1,68,322,
2,7,1,61,322,
1,8,1,32,720,
1,8,2,63,323,
2,9,1,38,229,
2,6,1,25,322,
1,8,1,53,720,
2,8,1,35,213,
1,7,2,999,520,
1,6,1,72,720,
2,5,1,17,213,
2,8,1,52,322,
2,9,1,36,322,
2,8,2,78,313,
1,9,2,54,5555,
1,7,2,53,322,
1,8,1,27,620,
8,8,2,22,720,
1,10,2,65,229,
1,8,1,38,800,
1,88,2,41,610,
1,8,2,66,322,
1,7,2,35,322,
1,8,1,81,322,
2,8,2,51,322,
1,10,1,62,800,
2,8,1,16,213,
1,88,1,17,213,
2,9,2,81,520,
1,9,2,23,322,
2,9,2,27,610,
1,9,1,18,213,
1,8,2,85,720,
1,6,1,20,322,
1,9,1,24,620,
1,7,2,26,322,
2,8,1,45,720,
1,88,2,81,421,
1,8,1,43,710,
1,7,1,29,322,
2,8,1,69,313,
1,4,2,61,313,
2,6,1,28,421,
2,6,2,28,620,
1,7,1,62,322,
2,8,1,44,322,
1,6,2,61,322,
2,6,1,38,322,
1,8,1,48,520,
2,8,1,55,313,
1,7,2,54,322,
1,8,2,54,720,
1,9,2,42,720,
8,8,2,37,610,
1,10,1,33,610,
1,6,1,29,322,
2,7,2,32,720,
1,7,2,53,322,
2,7,2,30,610,
1,8,2,79,800,
2,10,1,41,312,
2,9,1,48,213,
2,3,1,32,212,
1,2,2,31,710,
2,10,2,41,322,
1,5,2,55,520,
2,8,1,48,322,
1,7,1,58,720,
1,5,1,77,710,
1,8,2,38,800,
1,7,2,30,322,
2,9,2,48,520,
2,8,2,52,322,
8,5,1,58,212,
1,9,2,79,322,
1,8,1,40,520,
1,6,2,66,229,
1,8,1,45,322,
1,10,1,75,520,
1,9,1,73,520,
1,88,2,20,213,
2,6,1,52,322,
2,8,1,43,212,
1,7,2,49,520,
2,5,1,49,421,
2,9,1,20,322,
1,8,1,34,322,
8,88,2,16,113,
1,9,1,30,421,
2,5,1,60,421,
1,7,1,49,800,
2,5,1,28,229,
2,8,2,49,213,
2,8,1,27,213,
2,7,2,73,313,
2,7,2,36,322,
8,8,2,67,322,
1,8,1,63,322,
2,8,1,57,520,
1,6,2,34,322,
2,5,2,24,520,
1,8,1,53,520,
2,8,2,22,312,
1,6,1,20,322,
1,8,1,21,322,
1,7,2,56,312,
1,9,1,37,710,
1,8,1,29,422,
1,9,2,61,322,
2,10,2,50,322,
1,9,1,21,313,
2,9,1,60,322,
1,9,1,16,213,
2,8,2,65,229,
2,3,2,39,322,
2,8,2,72,322,
2,7,2,15,113,
2,9,2,59,322,
1,8,2,55,213,
1,9,2,48,520,
1,8,2,73,322,
8,8,1,29,322,
1,8,2,41,322,
1,10,1,90,520,
2,10,2,33,213,
2,8,1,65,610,
2,8,2,61,510,
1,4,1,28,720,
1,5,1,55,610,
1,5,1,41,322,
2,7,2,22,322,
1,7,1,78,213,
2,7,2,32,322,
2,8,1,30,322,
1,8,1,61,422,
1,8,1,63,213,
1,7,1,58,313,
2,0,1,21,313,
2,6,1,26,322,
1,7,2,73,213,
2,5,2,27,229,
1,7,2,58,229,
1,8,1,72,322,
2,7,2,23,322,
2,10,2,29,322,
1,9,1,67,720,
1,8,2,24,322,
1,7,1,73,322,
2,5,2,74,322,
1,7,2,49,229,
2,7,2,37,720,
2,8,2,29,520,
1,6,1,58,520,
8,10,1,46,213,
2,10,1,999,710,
2,9,2,41,520,
1,88,1,21,322,
1,10,2,70,322,
2,4,1,26,322,
2,3,2,38,322,
2,7,2,46,520,
1,8,2,54,229,
2,7,1,24,322,
2,8,2,24,322,
2,8,2,52,229,
2,6,1,15,213,
1,10,2,82,213,
8,8,1,54,313,
1,5,2,43,520,
1,8,2,28,322,
1,9,2,72,322,
2,6,2,55,213,
1,9,2,40,520,
1,8,2,72,312,
2,8,1,57,113,
1,8,2,55,520,
1,8,1,40,720,
2,7,2,73,229,
8,4,2,46,322,
1,8,2,26,322,
1,6,2,63,229,
1,8,1,55,520,
2,7,2,17,213,
1,9,1,53,322,
1,9,1,56,229,
2,7,1,58,322,
1,8,1,76,312,
1,8,1,35,720,
2,8,2,30,322,
2,9,2,45,229,
8,88,2,41,113,
1,7,1,80,520,
1,7,1,35,520,
2,6,2,88,720,
2,4,2,51,313,
1,8,2,43,610,
1,8,2,53,710,
2,6,2,41,322,
2,7,2,52,421,
2,8,2,51,520,
8,3,1,33,313,
2,7,2,51,322,
2,8,2,18,312,
1,7,1,33,322,
1,10,1,53,720,
2,5,1,56,213,
2,7,2,32,520,
2,7,1,28,720,
1,7,1,76,312,
2,10,1,27,520,
1,7,1,61,421,
1,9,2,35,720,
1,8,2,55,421,
2,6,2,54,610,
1,8,1,45,421,
1,8,1,31,322,
1,7,1,31,322,
2,7,2,37,322,
1,9,2,84,312,
2,7,2,42,213,
2,5,1,72,312,
1,8,1,53,720,
1,7,1,63,710,
1,9,2,999,710,
2,7,2,65,213,
2,8,1,60,720,
2,8,2,53,720,
1,8,1,46,312,
1,9,1,63,710,
1,8,1,68,322,
1,7,2,53,322,
1,2,2,51,313,
2,7,2,90,213,
2,8,2,63,322,
1,3,2,24,229,
2,3,1,42,213,
2,8,2,51,322,
1,5,1,68,113,
2,8,1,999,322,
2,2,1,41,213,
1,6,1,43,610,
1,8,1,72,720,
1,8,2,54,800,
1,8,1,39,720,
1,7,2,46,322,
2,6,2,46,510,
1,8,2,68,322,
1,9,2,62,720,
2,4,1,38,421,
2,8,2,19,312,
1,9,2,85,229,
2,88,2,52,213,
2,9,2,72,213,
1,10,1,30,313,
2,7,1,26,229,
1,9,1,47,610,
2,8,2,70,312,
2,5,1,16,213,
1,8,1,30,610,
1,8,1,44,322,
1,7,2,29,610,
2,8,1,18,313,
8,7,2,66,322,
1,6,1,61,520,
1,6,2,78,213,
1,9,2,21,313,
2,8,1,39,322,
2,6,2,56,322,
1,9,2,54,322,
1,10,1,25,322,
2,6,1,62,322,
2,8,2,25,423,
1,5,1,50,213,
2,10,1,87,520,
2,3,2,64,213,
1,8,2,73,520,
1,9,2,73,322,
2,9,1,66,213,
2,6,1,84,322,
1,7,2,33,720,
2,8,2,54,720,
2,88,2,15,113,
1,9,2,25,610,
1,7,2,52,322,
1,9,1,75,800,
2,7,1,68,322,
1,7,2,62,520,
1,4,2,35,322,
2,8,2,30,322,
1,8,1,74,520,
7,7,2,48,322,
2,6,2,44,213,
1,8,1,33,520,
1,10,1,63,322,
2,8,1,21,322,
2,10,1,17,213,
1,7,1,23,313,
1,8,2,65,229,
2,9,1,999,322,
1,6,1,35,421,
1,10,1,21,213,
1,7,1,56,520,
1,9,1,42,421,
8,88,2,39,212,
2,8,2,54,313,
8,10,2,37,800,
1,7,1,63,520,
1,7,2,40,323,
1,9,1,31,322,
2,9,2,50,421,
1,7,2,52,720,
8,5,2,20,212,
1,9,2,17,213,
2,7,2,43,213,
1,8,2,41,510,
2,8,1,53,322,
2,8,2,46,520,
2,8,2,36,610,
2,9,1,63,710,
2,8,2,17,213,
1,8,1,51,520,
2,8,1,32,213,
1,7,1,56,322,
2,10,2,56,312,
2,7,2,48,312,
2,8,2,21,322,
2,8,1,28,421,
1,9,1,23,313,
1,9,1,60,322,
1,8,1,34,322,
1,8,1,71,421,
2,7,2,20,322,
2,88,2,19,312,
2,8,1,60,800,
1,8,2,39,720,
2,8,2,15,213,
2,8,2,16,213,
2,8,2,18,213,
2,7,2,26,0,
2,8,2,71,322,
1,8,1,47,720,
1,8,2,52,421,
1,7,2,48,520,
2,7,1,21,312,
2,7,1,20,213,
2,8,2,31,520,
1,7,2,33,720,
1,7,1,62,322,
2,4,1,50,322,
1,7,2,48,520,
2,8,1,65,322,
2,8,1,62,322,
2,8,2,28,710,
2,5,2,37,322,
1,4,1,27,322,
1,8,1,24,322,
2,5,2,56,212,
1,10,1,77,322,
2,7,1,51,213,
2,8,2,49,322,
1,8,2,30,520,
2,6,2,23,313,
1,6,1,66,800,
2,2,2,63,313,
2,5,2,57,113,
2,5,2,55,313,
1,6,2,49,620,
1,5,1,53,313,
2,3,2,79,0,
2,7,2,21,313,
2,5,1,51,313,
2,2,1,80,620,
2,5,1,31,213,
2,2,2,44,620,
2,8,1,37,313,
2,2,2,82,0,
2,4,1,71,620,
1,6,2,41,610,
1,6,1,72,113,
1,4,2,77,113,
1,3,1,78,113,
2,6,2,39,800,
2,5,2,83,113,
1,7,1,48,520,
2,8,2,36,620,
2,4,1,49,213,
1,5,2,72,0,
2,5,2,43,313,
2,2,2,39,520,
2,3,1,71,113,
2,2,1,68,113,
2,6,1,61,620,
2,2,1,48,313,
2,5,1,62,520,
1,6,2,48,313,
1,7,2,28,520,
7,3,1,51,610,
1,6,1,55,323,
2,7,2,40,720,
2,4,2,82,0,
2,2,2,62,620,
1,3,2,57,313,
1,6,2,69,113,
2,6,1,38,720,
2,3,2,999,620,
2,3,2,78,113,
2,10,2,18,313,
1,2,2,20,313,
1,7,2,86,0,
1,2,2,69,620,
2,7,1,65,720,
1,4,1,42,313,
1,7,1,52,313,
2,5,2,66,213,
2,2,2,29,710,
1,6,1,42,313,
2,5,2,49,313,
1,8,1,63,313,
1,2,2,47,313,
2,3,2,21,313,
2,77,2,63,323,
1,7,1,53,620,
2,6,2,46,620,
2,7,2,50,620,
2,3,2,44,313,
1,2,1,82,113,
2,1,1,70,113,
2,3,2,61,113,
2,6,1,39,720,
1,0,2,79,0,
2,7,1,73,620,
1,0,1,76,113,
2,5,2,90,213,
2,5,2,48,313,
2,1,1,26,620,
1,0,1,47,213,
1,6,1,66,313,
1,2,2,35,620,
1,5,2,34,720,
1,8,1,70,520,
2,6,2,59,313,
2,2,2,77,0,
1,5,2,57,113,
2,2,1,58,720,
1,8,1,87,620,
2,2,1,61,313,
2,1,1,56,520,
1,0,2,75,113,
2,2,1,32,213,
2,2,2,66,313,
1,6,1,68,313,
2,4,2,57,213,
2,2,2,73,213,
2,4,2,32,620,
2,3,2,35,610,
1,0,2,68,313,
1,7,2,26,620,
1,6,2,35,620,
2,2,2,58,313,
2,6,2,38,620,
1,6,1,16,213,
1,5,1,35,313,
2,4,1,90,0,
2,4,2,27,520,
2,2,1,42,323,
2,3,2,52,313,
2,7,1,79,313,
1,2,2,69,113,
1,6,1,55,620,
2,0,1,46,213,
1,0,1,61,313,
2,6,2,62,113,
2,2,1,67,313,
2,2,2,23,620,
2,2,2,33,620,
2,1,2,67,213,
2,2,1,27,610,
1,7,2,36,620,
1,1,1,72,213,
2,5,2,42,313,
1,88,2,82,0,
1,4,1,54,313,
2,1,2,37,313,
1,3,2,81,0,
1,0,2,50,620,
1,6,1,58,313,
2,1,2,76,113,
7,7,1,59,720,
1,2,1,60,213,
2,4,2,61,113,
2,4,1,47,313,
1,3,1,66,313,
2,6,2,55,620,
1,0,2,62,313,
1,5,1,61,620,
1,3,1,44,620,
2,2,1,26,620,
2,1,1,79,113,
2,3,2,81,313,
1,2,2,76,113,
1,4,1,73,213,
2,2,2,40,620,
2,6,1,50,620,
1,3,1,81,113,
2,6,1,39,720,
2,5,2,90,0,
2,3,2,32,610,
2,7,2,30,720,
2,7,1,78,313,
2,7,2,24,313,
1,2,1,81,313,
2,5,1,54,313,
2,1,2,30,313,
1,5,1,59,313,
2,1,2,56,313,
2,4,2,29,520,
1,6,1,66,313,
1,6,2,71,0,
2,5,2,76,0,
1,2,1,27,323,
2,3,2,55,213,
2,0,2,40,610,
1,7,2,90,113,
2,0,2,63,113,
2,1,1,60,113,
1,2,2,60,213,
1,0,2,55,0,
1,6,2,56,313,
2,3,2,27,313,
2,5,1,60,113,
2,0,1,24,520,
1,6,2,67,313,
2,4,2,63,620,
2,4,2,37,620,
1,7,1,40,620,
1,6,1,61,323,
2,0,2,38,520,
1,5,1,85,113,
2,6,1,35,313,
2,3,1,53,620,
2,2,2,23,620,
1,6,1,65,113,
2,5,2,69,620,
1,5,1,50,213,
2,0,2,75,313,
1,4,1,42,720,
2,5,2,20,313,
2,6,2,64,113,
2,0,1,90,0,
1,5,2,71,113,
2,7,2,36,313,
1,5,1,64,313,
2,5,1,41,620,
2,3,2,72,313,
2,0,1,32,720,
2,5,1,53,313,
2,5,1,23,620,
2,6,1,16,213,
2,7,2,68,113,
2,3,2,69,520,
1,2,2,43,720,
2,2,1,50,313,
2,0,2,70,113,
2,3,2,50,313,
2,0,1,28,313,
2,4,2,83,0,
2,1,2,57,620,
2,5,2,57,323,
2,1,1,55,620,
2,4,1,40,313,
2,8,1,35,720,
1,6,2,40,520,
2,0,2,17,213,
2,2,1,58,313,
2,3,1,69,313,
2,5,2,26,620,
1,4,2,69,313,
2,5,2,75,113,
2,5,1,60,113,
1,8,2,83,313,
1,2,1,35,213,
2,2,1,73,113,
2,4,2,55,620,
1,4,2,37,720,
1,4,1,78,313,
1,5,1,73,0,
1,6,1,87,113,
2,5,1,18,213,
8,5,2,33,720,
2,0,2,80,113,
1,3,2,40,720,
2,4,1,44,800,
2,88,1,67,113,
1,8,2,41,620,
2,5,1,46,620,
1,1,2,84,0,
2,2,2,34,720,
2,7,2,72,113,
1,6,2,63,610,
2,4,2,35,620,
2,2,1,73,113,
2,4,1,56,620,
2,5,1,44,323,
2,5,2,76,0,
2,0,2,59,313,
2,5,1,25,610,
2,2,2,84,113,
2,8,2,40,213,
2,3,1,68,113,
2,6,2,23,620,
2,6,1,45,520,
2,7,2,21,313,
2,5,2,88,113,
1,6,2,82,113,
2,2,2,56,620,
1,5,2,51,313,
1,3,2,78,113,
2,7,2,77,610,
2,4,1,21,313,
2,4,2,74,0,
2,7,1,36,620,
2,6,2,89,113,
2,5,2,39,213,
2,6,1,21,313,
2,5,2,76,0,
2,0,2,66,113,
2,3,1,69,113,
2,5,1,37,313,
2,4,2,57,213,
1,3,2,63,213,
1,7,1,54,520,
1,6,2,66,113,
1,2,1,49,323,
2,6,1,44,313,
1,4,1,67,323,
2,4,2,60,213,
2,2,2,38,213,
2,5,1,29,720,
1,7,1,56,323,
2,7,1,59,323,
2,2,1,46,620,
2,6,2,41,520,
2,3,1,31,720,
1,0,1,74,113,
1,7,2,57,313,
1,3,2,46,620,
2,5,1,17,213,
2,0,2,61,213,
1,3,1,33,710,
2,5,2,63,113,
1,7,1,62,421,
2,7,2,31,313,
1,0,2,76,113,
2,8,1,74,313,
2,4,1,66,520,
2,5,1,59,313,
1,8,1,80,620,
2,6,2,44,720,
1,5,1,80,313,
1,4,2,74,0,
1,0,1,60,720,
2,5,1,51,620,
2,1,2,30,421,
2,6,2,33,610,
2,5,2,60,520,
2,5,1,21,421,
2,5,1,19,313,
2,0,2,60,620,
1,4,1,70,321,
2,2,2,64,520,
1,5,1,55,313,
2,5,1,54,313,
1,7,1,65,313,
1,1,1,78,800,
1,9,1,77,213,
2,3,2,71,113,
2,2,1,59,113,
1,6,2,74,313,
1,4,1,60,620,
2,4,2,43,421,
2,7,2,40,520,
1,4,2,43,421,
1,5,1,47,720,
2,4,2,33,313,
2,4,2,85,313,
1,2,2,55,620,
1,0,2,72,113,
